id,ontology_term_id,synonym,external_id,external_srouce,parent_id,parent_source,comment,curator,created_at,updated_at
3386,8484,Mcad,,,,,,,2018-02-27 00:23:15 UTC,2018-02-27 00:23:15 UTC
3387,8541,Pcos,,,,,,,2018-02-27 00:23:15 UTC,2018-02-27 00:23:15 UTC
3388,8541,Polycystic ovary disease,,,,,,,2018-02-27 00:23:15 UTC,2018-02-27 00:23:15 UTC
3389,8541,Polycystic ovaries,,,,,,,2018-02-27 00:23:15 UTC,2018-02-27 00:23:15 UTC
3390,8207,Gas,,,,,,,2018-02-27 00:23:15 UTC,2018-02-27 00:23:15 UTC
3391,8207,Flatulence,,,,,,,2018-02-27 00:23:15 UTC,2018-02-27 00:23:15 UTC
3392,9099,Peroxisomal disorder factor 6,,,,,,,2018-02-27 00:23:15 UTC,2018-02-27 00:23:15 UTC
3393,8813,Aip,,,,,,,2018-02-27 00:23:15 UTC,2018-02-27 00:23:15 UTC
3394,8832,Hyperaldosteronism,,,,,,,2018-02-27 00:23:15 UTC,2018-02-27 00:23:15 UTC
3395,8402,Porous bones,,,,,,,2018-02-27 00:23:15 UTC,2018-02-27 00:23:15 UTC
3396,8611,Isovaleric acid coa dehydrogenase deficiency,,,,,,,2018-02-27 00:23:15 UTC,2018-02-27 00:23:15 UTC
3397,8611,Isovaleric aciduria,,,,,,,2018-02-27 00:23:15 UTC,2018-02-27 00:23:15 UTC
3398,8594,Cf,,,,,,,2018-02-27 00:23:15 UTC,2018-02-27 00:23:15 UTC
3399,8594,Mucoviscidosis,,,,,,,2018-02-27 00:23:15 UTC,2018-02-27 00:23:15 UTC
3400,8594,Mucovoidosis,,,,,,,2018-02-27 00:23:15 UTC,2018-02-27 00:23:15 UTC
3401,8998,Coma hepaticum,,,,,,,2018-02-27 00:23:15 UTC,2018-02-27 00:23:15 UTC
3402,9152,Sah,,,,,,,2018-02-27 00:23:15 UTC,2018-02-27 00:23:15 UTC
3403,9152,Subarachnoid haemorrhage,,,,,,,2018-02-27 00:23:15 UTC,2018-02-27 00:23:15 UTC
3404,8472,Leukoderma,,,,,,,2018-02-27 00:23:15 UTC,2018-02-27 00:23:15 UTC
3405,8980,Gdhd,,,,,,,2018-02-27 00:23:15 UTC,2018-02-27 00:23:15 UTC
3406,8197,Cognitive disturbance,,,,,,,2018-02-27 00:23:15 UTC,2018-02-27 00:23:15 UTC
3407,8197,Cognitive impairment,,,,,,,2018-02-27 00:23:15 UTC,2018-02-27 00:23:15 UTC
3408,8690,Psp,,,,,,,2018-02-27 00:23:15 UTC,2018-02-27 00:23:15 UTC
3409,8491,Cystinosis,,,,,,,2018-02-27 00:23:15 UTC,2018-02-27 00:23:15 UTC
3410,8491,Early-onset or infantile nephropathic type,,,,,,,2018-02-27 00:23:15 UTC,2018-02-27 00:23:15 UTC
3411,8491,Late onset type,,,,,,,2018-02-27 00:23:15 UTC,2018-02-27 00:23:15 UTC
3412,8491,Ocular nonnephropathic,,,,,,,2018-02-27 00:23:15 UTC,2018-02-27 00:23:15 UTC
3413,8491,Cystonisis,,,,,,,2018-02-27 00:23:15 UTC,2018-02-27 00:23:15 UTC
3414,8491,Benign nonnephropathic,,,,,,,2018-02-27 00:23:15 UTC,2018-02-27 00:23:15 UTC
3415,9218,Mutagenic agent,,,,,,,2018-02-27 00:23:15 UTC,2018-02-27 00:23:15 UTC
3416,8139,Savory,,,,,,,2018-02-27 00:23:16 UTC,2018-02-27 00:23:16 UTC
3417,9978,Signal repression,,,,,,,2018-02-27 00:23:16 UTC,2018-02-27 00:23:16 UTC
3418,7965,Stress granule,,,,,,,2018-02-27 00:23:16 UTC,2018-02-27 00:23:16 UTC
3419,7965,Cytoplasmic mrnp granule,,,,,,,2018-02-27 00:23:16 UTC,2018-02-27 00:23:16 UTC
3420,8454,Hepatobiliary disease,,,,,,,2018-02-27 00:23:16 UTC,2018-02-27 00:23:16 UTC
3421,8542,Ibs,,,,,,,2018-02-27 00:23:16 UTC,2018-02-27 00:23:16 UTC
3422,8597,Pancreatic carcinoma,,,,,,,2018-02-27 00:23:16 UTC,2018-02-27 00:23:16 UTC
3423,8597,Pancreatic acinar carcinoma,,,,,,,2018-02-27 00:23:16 UTC,2018-02-27 00:23:16 UTC
3424,8597,Pancreatic adenocarcinoma,,,,,,,2018-02-27 00:23:16 UTC,2018-02-27 00:23:16 UTC
3425,8891,Copd,,,,,,,2018-02-27 00:23:16 UTC,2018-02-27 00:23:16 UTC
3426,8408,Faint,,,,,,,2018-02-27 00:23:16 UTC,2018-02-27 00:23:16 UTC
3427,8408,Syncope,,,,,,,2018-02-27 00:23:16 UTC,2018-02-27 00:23:16 UTC
3428,9081,Opca,,,,,,,2018-02-27 00:23:16 UTC,2018-02-27 00:23:16 UTC
3429,8578,Alcaptonuria,,,,,,,2018-02-27 00:23:16 UTC,2018-02-27 00:23:16 UTC
3430,8578,Black urine disease,,,,,,,2018-02-27 00:23:16 UTC,2018-02-27 00:23:16 UTC
3431,8578,Homogentisic acid oxidase deficiency,,,,,,,2018-02-27 00:23:16 UTC,2018-02-27 00:23:16 UTC
3432,8578,Alkaptonuria,,,,,,,2018-02-27 00:23:16 UTC,2018-02-27 00:23:16 UTC
3433,8578,Aku,,,,,,,2018-02-27 00:23:16 UTC,2018-02-27 00:23:16 UTC
3434,8849,Athyreotic patients,,,,,,,2018-02-27 00:23:16 UTC,2018-02-27 00:23:16 UTC
3435,9967,Lipid metabolic process,,,,,,,2018-02-27 00:23:16 UTC,2018-02-27 00:23:16 UTC
3436,7755,Intra-osseous,,,,,,,2018-02-27 00:23:16 UTC,2018-02-27 00:23:16 UTC
3437,7866,Sublingual salivary gland,,,,,,,2018-02-27 00:23:16 UTC,2018-02-27 00:23:16 UTC
3438,8932,Phenylketonuria ii,,,,,,,2018-02-27 00:23:16 UTC,2018-02-27 00:23:16 UTC
3439,8932,Pku type 2,,,,,,,2018-02-27 00:23:17 UTC,2018-02-27 00:23:17 UTC
3440,8932,Phenylketonuria type 2,,,,,,,2018-02-27 00:23:17 UTC,2018-02-27 00:23:17 UTC
3441,8932,Dhpr deficiency,,,,,,,2018-02-27 00:23:17 UTC,2018-02-27 00:23:17 UTC
3442,7845,Interstitial fluid,,,,,,,2018-02-27 00:23:17 UTC,2018-02-27 00:23:17 UTC
3443,8603,Oht,,,,,,,2018-02-27 00:23:17 UTC,2018-02-27 00:23:17 UTC
3444,9229,Toxic agent,,,,,,,2018-02-27 00:23:17 UTC,2018-02-27 00:23:17 UTC
3445,8799,Kdhc,,,,,,,2018-02-27 00:23:17 UTC,2018-02-27 00:23:17 UTC
3446,8799,2-kgd,,,,,,,2018-02-27 00:23:17 UTC,2018-02-27 00:23:17 UTC
3447,8799,Alpha-ketoglutarate dehydrogenace complex deficiency,,,,,,,2018-02-27 00:23:17 UTC,2018-02-27 00:23:17 UTC
3448,8797,Aminoadipic aciduria,,,,,,,2018-02-27 00:23:17 UTC,2018-02-27 00:23:17 UTC
3449,8797,Alpha-amino adipic aciduria,,,,,,,2018-02-27 00:23:17 UTC,2018-02-27 00:23:17 UTC
3450,8797,Alpha-aminoadipic aciduria,,,,,,,2018-02-27 00:23:17 UTC,2018-02-27 00:23:17 UTC
3451,8615,Mga,,,,,,,2018-02-27 00:23:17 UTC,2018-02-27 00:23:17 UTC
3452,9135,Parkinsonism,,,,,,,2018-02-27 00:23:17 UTC,2018-02-27 00:23:17 UTC
3453,8148,Stroke,,,,,,,2018-02-27 00:23:17 UTC,2018-02-27 00:23:17 UTC
3454,8340,Ckd,,,,,,,2018-02-27 00:23:17 UTC,2018-02-27 00:23:17 UTC
3455,8340,Chronic renal disease,,,,,,,2018-02-27 00:23:17 UTC,2018-02-27 00:23:17 UTC
3456,9876,Nitricoxide inhibitor,,,,,,,2018-02-27 00:23:17 UTC,2018-02-27 00:23:17 UTC
3457,9389,Anti-felting agent,,,,,,,2018-02-27 00:23:17 UTC,2018-02-27 00:23:17 UTC
3458,7740,Fungus,,,,,,,2018-02-27 00:23:17 UTC,2018-02-27 00:23:17 UTC
3459,9066,Mocod,,,,,,,2018-02-27 00:23:17 UTC,2018-02-27 00:23:17 UTC
3460,9946,Dna modification,,,,,,,2018-02-27 00:23:17 UTC,2018-02-27 00:23:17 UTC
3461,9946,Dna modification process,,,,,,,2018-02-27 00:23:17 UTC,2018-02-27 00:23:17 UTC
3462,9303,Anti-anorectic,,,,,,,2018-02-27 00:23:17 UTC,2018-02-27 00:23:17 UTC
3463,9303,Anti anorectic,,,,,,,2018-02-27 00:23:17 UTC,2018-02-27 00:23:17 UTC
3464,7824,Follicle fluid,,,,,,,2018-02-27 00:23:17 UTC,2018-02-27 00:23:17 UTC
3465,7775,Papilionoideae,,,,,,,2018-02-27 00:23:17 UTC,2018-02-27 00:23:17 UTC
3466,7775,Legume,,,,,,,2018-02-27 00:23:17 UTC,2018-02-27 00:23:17 UTC
3467,8812,Isolated acth deficiency,,,,,,,2018-02-27 00:23:17 UTC,2018-02-27 00:23:17 UTC
3468,8812,"Adrenocorticotropic hormone deficiency, isolated",,,,,,,2018-02-27 00:23:17 UTC,2018-02-27 00:23:17 UTC
3469,8812,Iad,,,,,,,2018-02-27 00:23:17 UTC,2018-02-27 00:23:17 UTC
3470,8581,L-2-hydroxyglutaric aciduria,,,,,,,2018-02-27 00:23:17 UTC,2018-02-27 00:23:17 UTC
3471,8581,L-2-hydroxyglutaric acidemia,,,,,,,2018-02-27 00:23:18 UTC,2018-02-27 00:23:18 UTC
3472,8499,Mitochondrial complex i deficiency,,,,,,,2018-02-27 00:23:18 UTC,2018-02-27 00:23:18 UTC
3473,8810,6-ptps deficiency,,,,,,,2018-02-27 00:23:18 UTC,2018-02-27 00:23:18 UTC
3474,8104,Dermal,,,,,,,2018-02-27 00:23:18 UTC,2018-02-27 00:23:18 UTC
3475,8230,Anaemia,,,,,,,2018-02-27 00:23:18 UTC,2018-02-27 00:23:18 UTC
3476,9558,Ph-regulation agent,,,,,,,2018-02-27 00:23:18 UTC,2018-02-27 00:23:18 UTC
3477,9558,Ph control agent,,,,,,,2018-02-27 00:23:18 UTC,2018-02-27 00:23:18 UTC
3478,9558,Ph adjuster,,,,,,,2018-02-27 00:23:18 UTC,2018-02-27 00:23:18 UTC
3479,9558,Acidity regulator,,,,,,,2018-02-27 00:23:18 UTC,2018-02-27 00:23:18 UTC
3480,8190,Encephalomyelitis disseminata,,,,,,,2018-02-27 00:23:18 UTC,2018-02-27 00:23:18 UTC
3481,8190,Disseminated sclerosis,,,,,,,2018-02-27 00:23:18 UTC,2018-02-27 00:23:18 UTC
3482,8190,Ms,,,,,,,2018-02-27 00:23:18 UTC,2018-02-27 00:23:18 UTC
3483,7772,Coffee bean,,,,,,,2018-02-27 00:23:18 UTC,2018-02-27 00:23:18 UTC
3484,7772,Coffee,,,,,,,2018-02-27 00:23:18 UTC,2018-02-27 00:23:18 UTC
3485,8848,Arteriosclerotic vascular disease,,,,,,,2018-02-27 00:23:18 UTC,2018-02-27 00:23:18 UTC
3486,8848,Asvd,,,,,,,2018-02-27 00:23:18 UTC,2018-02-27 00:23:18 UTC
3487,10053,Endocrine secretory inhibition,,,,,,,2018-02-27 00:23:18 UTC,2018-02-27 00:23:18 UTC
3488,9903,Natural product,,,,,,,2018-02-27 00:23:18 UTC,2018-02-27 00:23:18 UTC
3489,8805,3-methylcrotonyl-coa carboxylase deficiency,,,,,,,2018-02-27 00:23:18 UTC,2018-02-27 00:23:18 UTC
3490,8805,3mcc deficiency,,,,,,,2018-02-27 00:23:18 UTC,2018-02-27 00:23:18 UTC
3491,8805,3-methylcrotonylglycinuria type 1,,,,,,,2018-02-27 00:23:18 UTC,2018-02-27 00:23:18 UTC
3492,8805,Bmcc deficiency,,,,,,,2018-02-27 00:23:18 UTC,2018-02-27 00:23:18 UTC
3493,8805,Beta-methylcrotonyl-coenzyme a carboxylase deficiency,,,,,,,2018-02-27 00:23:18 UTC,2018-02-27 00:23:18 UTC
3494,9508,Anti-scaling agent,,,,,,,2018-02-27 00:23:18 UTC,2018-02-27 00:23:18 UTC
3495,9955,Enzyme inhibition,,,,,,,2018-02-27 00:23:18 UTC,2018-02-27 00:23:18 UTC
3496,8892,Pctt,,,,,,,2018-02-27 00:23:18 UTC,2018-02-27 00:23:18 UTC
3497,8892,Hpc,,,,,,,2018-02-27 00:23:18 UTC,2018-02-27 00:23:18 UTC
3498,8892,Hp,,,,,,,2018-02-27 00:23:18 UTC,2018-02-27 00:23:18 UTC
3499,8827,Hiv,,,,,,,2018-02-27 00:23:18 UTC,2018-02-27 00:23:18 UTC
3500,8827,Acquired immunodeficiency syndrome,,,,,,,2018-02-27 00:23:18 UTC,2018-02-27 00:23:18 UTC
3501,8827,Acquired immune deficiency syndrome,,,,,,,2018-02-27 00:23:18 UTC,2018-02-27 00:23:18 UTC
3502,8469,Histidinuria,,,,,,,2018-02-27 00:23:18 UTC,2018-02-27 00:23:18 UTC
3503,8477,'childhood renal wilms tumor'	'wilms' tumor',,,,,,,2018-02-27 00:23:18 UTC,2018-02-27 00:23:18 UTC
3504,8436,Gum disease,,,,,,,2018-02-27 00:23:18 UTC,2018-02-27 00:23:18 UTC
3505,8436,Periodontitis,,,,,,,2018-02-27 00:23:18 UTC,2018-02-27 00:23:18 UTC
3506,8018,Nucleopore,,,,,,,2018-02-27 00:23:18 UTC,2018-02-27 00:23:18 UTC
3507,8018,Nuclear pore membrane protein,,,,,,,2018-02-27 00:23:19 UTC,2018-02-27 00:23:19 UTC
3508,8018,Npc,,,,,,,2018-02-27 00:23:19 UTC,2018-02-27 00:23:19 UTC
3509,8018,Nuclear pore complex,,,,,,,2018-02-27 00:23:19 UTC,2018-02-27 00:23:19 UTC
3510,7950,Cellular projection,,,,,,,2018-02-27 00:23:19 UTC,2018-02-27 00:23:19 UTC
3511,8591,Coeliac disease,,,,,,,2018-02-27 00:23:19 UTC,2018-02-27 00:23:19 UTC
3512,8591,Celiac,,,,,,,2018-02-27 00:23:19 UTC,2018-02-27 00:23:19 UTC
3513,7771,Cucurbits,,,,,,,2018-02-27 00:23:19 UTC,2018-02-27 00:23:19 UTC
3514,7771,Gourds,,,,,,,2018-02-27 00:23:19 UTC,2018-02-27 00:23:19 UTC
3515,8896,Liver cirrhosis,,,,,,,2018-02-27 00:23:19 UTC,2018-02-27 00:23:19 UTC
3516,8105,Grey matter,,,,,,,2018-02-27 00:23:19 UTC,2018-02-27 00:23:19 UTC
3517,8046,Rer membrane,,,,,,,2018-02-27 00:23:19 UTC,2018-02-27 00:23:19 UTC
3518,8046,Rough er membrane,,,,,,,2018-02-27 00:23:19 UTC,2018-02-27 00:23:19 UTC
3519,8588,Degenerative joint disease,,,,,,,2018-02-27 00:23:19 UTC,2018-02-27 00:23:19 UTC
3520,8588,Degenerative arthritis,,,,,,,2018-02-27 00:23:19 UTC,2018-02-27 00:23:19 UTC
3521,8588,Oa,,,,,,,2018-02-27 00:23:19 UTC,2018-02-27 00:23:19 UTC
3522,7958,Eukaryotic flagellum,,,,,,,2018-02-27 00:23:19 UTC,2018-02-27 00:23:19 UTC
3523,7958,Primary cilium,,,,,,,2018-02-27 00:23:19 UTC,2018-02-27 00:23:19 UTC
3524,7958,Flagellum,,,,,,,2018-02-27 00:23:19 UTC,2018-02-27 00:23:19 UTC
3525,7958,Microtubule-based flagellum,,,,,,,2018-02-27 00:23:19 UTC,2018-02-27 00:23:19 UTC
3526,9917,Trace mineral,,,,,,,2018-02-27 00:23:19 UTC,2018-02-27 00:23:19 UTC
3527,9917,Essential mineral,,,,,,,2018-02-27 00:23:19 UTC,2018-02-27 00:23:19 UTC
3528,9715,Anti hemorrhagic,,,,,,,2018-02-27 00:23:19 UTC,2018-02-27 00:23:19 UTC
3529,9109,Pmdd,,,,,,,2018-02-27 00:23:20 UTC,2018-02-27 00:23:20 UTC
3530,9795,Anti hypertensive,,,,,,,2018-02-27 00:23:20 UTC,2018-02-27 00:23:20 UTC
3531,9795,Anti hypertensive agent,,,,,,,2018-02-27 00:23:20 UTC,2018-02-27 00:23:20 UTC
3532,9795,Antihypertensive agent,,,,,,,2018-02-27 00:23:20 UTC,2018-02-27 00:23:20 UTC
3533,8916,Hypercorticism,,,,,,,2018-02-27 00:23:20 UTC,2018-02-27 00:23:20 UTC
3534,8916,Hyperadrenocorticism,,,,,,,2018-02-27 00:23:20 UTC,2018-02-27 00:23:20 UTC
3535,8916,Cushing's,,,,,,,2018-02-27 00:23:20 UTC,2018-02-27 00:23:20 UTC
3536,9956,Enzyme reactivation,,,,,,,2018-02-27 00:23:20 UTC,2018-02-27 00:23:20 UTC
3537,8532,Ada-scid,,,,,,,2018-02-27 00:23:20 UTC,2018-02-27 00:23:20 UTC
3538,8532,Ada deficiency,,,,,,,2018-02-27 00:23:20 UTC,2018-02-27 00:23:20 UTC
3539,9897,Pro-vitamin,,,,,,,2018-02-27 00:23:20 UTC,2018-02-27 00:23:20 UTC
3540,8086,Fat tissue,,,,,,,2018-02-27 00:23:20 UTC,2018-02-27 00:23:20 UTC
3541,8086,Body fat,,,,,,,2018-02-27 00:23:20 UTC,2018-02-27 00:23:20 UTC
3542,8086,Adipose,,,,,,,2018-02-27 00:23:20 UTC,2018-02-27 00:23:20 UTC
3543,8977,Dicarboxylic aminoaciduria,,,,,,,2018-02-27 00:23:20 UTC,2018-02-27 00:23:20 UTC
3544,8965,Gamma-glutamyl-transpeptidase deficiency,,,,,,,2018-02-27 00:23:20 UTC,2018-02-27 00:23:20 UTC
3545,8372,Hyperuricaemia,,,,,,,2018-02-27 00:23:20 UTC,2018-02-27 00:23:20 UTC
3546,8470,Gnmt deficiency,,,,,,,2018-02-27 00:23:20 UTC,2018-02-27 00:23:20 UTC
3547,10108,Fecal,,,,,,,2018-02-27 00:23:20 UTC,2018-02-27 00:23:20 UTC
3548,10108,Stool,,,,,,,2018-02-27 00:23:20 UTC,2018-02-27 00:23:20 UTC
3549,10108,Faecal,,,,,,,2018-02-27 00:23:20 UTC,2018-02-27 00:23:20 UTC
3550,10108,Faeces,,,,,,,2018-02-27 00:23:20 UTC,2018-02-27 00:23:20 UTC
3551,9608,Anti-floating agent,,,,,,,2018-02-27 00:23:20 UTC,2018-02-27 00:23:20 UTC
3552,7752,Topical,,,,,,,2018-02-27 00:23:20 UTC,2018-02-27 00:23:20 UTC
3553,7752,Skin contact,,,,,,,2018-02-27 00:23:20 UTC,2018-02-27 00:23:20 UTC
3554,7752,Cutaneous (related but nor necessarily exact synonym),,,,,,,2018-02-27 00:23:20 UTC,2018-02-27 00:23:20 UTC
3555,7752,Transdermal,,,,,,,2018-02-27 00:23:20 UTC,2018-02-27 00:23:20 UTC
3556,9791,Anti-plaque,,,,,,,2018-02-27 00:23:20 UTC,2018-02-27 00:23:20 UTC
3557,8689,Nsp,,,,,,,2018-02-27 00:23:20 UTC,2018-02-27 00:23:20 UTC
3558,7895,Buccal cavity,,,,,,,2018-02-27 00:23:20 UTC,2018-02-27 00:23:20 UTC
3559,7895,Oral,,,,,,,2018-02-27 00:23:20 UTC,2018-02-27 00:23:20 UTC
3560,7895,Oral cavity,,,,,,,2018-02-27 00:23:20 UTC,2018-02-27 00:23:20 UTC
3561,8609,Ibd,,,,,,,2018-02-27 00:23:20 UTC,2018-02-27 00:23:20 UTC
3562,8991,Chronic uric acid nephropathy,,,,,,,2018-02-27 00:23:21 UTC,2018-02-27 00:23:21 UTC
3563,9786,Anti-depressant,,,,,,,2018-02-27 00:23:21 UTC,2018-02-27 00:23:21 UTC
3564,8809,5-oxoprolinuria,,,,,,,2018-02-27 00:23:21 UTC,2018-02-27 00:23:21 UTC
3565,9043,Hydroxykynureninuria,,,,,,,2018-02-27 00:23:21 UTC,2018-02-27 00:23:21 UTC
3566,8888,Cesd,,,,,,,2018-02-27 00:23:21 UTC,2018-02-27 00:23:21 UTC
3567,8888,Lipa deficiency,,,,,,,2018-02-27 00:23:21 UTC,2018-02-27 00:23:21 UTC
3568,8888,Lal deficiency cholesterol ester hydrolase deficiency,,,,,,,2018-02-27 00:23:21 UTC,2018-02-27 00:23:21 UTC
3569,9112,Primary hyperaldosteronism,,,,,,,2018-02-27 00:23:21 UTC,2018-02-27 00:23:21 UTC
3570,9112,Conn's syndrome,,,,,,,2018-02-27 00:23:21 UTC,2018-02-27 00:23:21 UTC
3571,8801,3-hmg acidemia,,,,,,,2018-02-27 00:23:21 UTC,2018-02-27 00:23:21 UTC
3572,8801,3-hydroxy-3-methyl glutaric acidemia,,,,,,,2018-02-27 00:23:21 UTC,2018-02-27 00:23:21 UTC
3573,8152,Janz syndrome,,,,,,,2018-02-27 00:23:21 UTC,2018-02-27 00:23:21 UTC
3574,8152,Jme,,,,,,,2018-02-27 00:23:21 UTC,2018-02-27 00:23:21 UTC
3575,9794,Anti ulcer,,,,,,,2018-02-27 00:23:21 UTC,2018-02-27 00:23:21 UTC
3576,8520,Tb,,,,,,,2018-02-27 00:23:21 UTC,2018-02-27 00:23:21 UTC
3577,9364,Antianxiety,,,,,,,2018-02-27 00:23:21 UTC,2018-02-27 00:23:21 UTC
3578,9364,Anti-anxiety,,,,,,,2018-02-27 00:23:21 UTC,2018-02-27 00:23:21 UTC
3579,7748,Anal,,,,,,,2018-02-27 00:23:21 UTC,2018-02-27 00:23:21 UTC
3580,9502,Detonator,,,,,,,2018-02-27 00:23:22 UTC,2018-02-27 00:23:22 UTC
3581,9732,Anti myocarditic,,,,,,,2018-02-27 00:23:22 UTC,2018-02-27 00:23:22 UTC
3582,9441,Anti-freeze,,,,,,,2018-02-27 00:23:22 UTC,2018-02-27 00:23:22 UTC
3583,9434,Anti-skinning agent,,,,,,,2018-02-27 00:23:22 UTC,2018-02-27 00:23:22 UTC
3584,8110,Epithelial tissue,,,,,,,2018-02-27 00:23:22 UTC,2018-02-27 00:23:22 UTC
3585,8507,Al amyloidosis,,,,,,,2018-02-27 00:23:22 UTC,2018-02-27 00:23:22 UTC
3586,8502,Als,,,,,,,2018-02-27 00:23:22 UTC,2018-02-27 00:23:22 UTC
3587,8502,Maladie de charcot,,,,,,,2018-02-27 00:23:22 UTC,2018-02-27 00:23:22 UTC
3588,7760,Eye contact,,,,,,,2018-02-27 00:23:22 UTC,2018-02-27 00:23:22 UTC
3589,9257,Vasolidator,,,,,,,2018-02-27 00:23:22 UTC,2018-02-27 00:23:22 UTC
3590,9287,Avifuge,,,,,,,2018-02-27 00:23:22 UTC,2018-02-27 00:23:22 UTC
3591,9694,Anti adenoviral,,,,,,,2018-02-27 00:23:22 UTC,2018-02-27 00:23:22 UTC
3592,9694,Antiadenovirus,,,,,,,2018-02-27 00:23:22 UTC,2018-02-27 00:23:22 UTC
3593,9694,Anti adenovirus,,,,,,,2018-02-27 00:23:22 UTC,2018-02-27 00:23:22 UTC
3594,8405,Acid reflux,,,,,,,2018-02-27 00:23:22 UTC,2018-02-27 00:23:22 UTC
3595,8505,Morquio syndrome,,,,,,,2018-02-27 00:23:22 UTC,2018-02-27 00:23:22 UTC
3596,8505,"Mps iv, type a",,,,,,,2018-02-27 00:23:22 UTC,2018-02-27 00:23:22 UTC
3597,8505,Mps iva,,,,,,,2018-02-27 00:23:22 UTC,2018-02-27 00:23:22 UTC
3598,8517,Rett's disorder,,,,,,,2018-02-27 00:23:22 UTC,2018-02-27 00:23:22 UTC
3599,9068,Perheentupa syndrome,,,,,,,2018-02-27 00:23:22 UTC,2018-02-27 00:23:22 UTC
3600,9068,Pericardial constriction with growth failure,,,,,,,2018-02-27 00:23:22 UTC,2018-02-27 00:23:22 UTC
3601,9068,Muscle-liver-brain-eye nanism,,,,,,,2018-02-27 00:23:22 UTC,2018-02-27 00:23:22 UTC
3602,7947,Caveolar membrane,,,,,,,2018-02-27 00:23:23 UTC,2018-02-27 00:23:23 UTC
3603,7947,Caveolae,,,,,,,2018-02-27 00:23:23 UTC,2018-02-27 00:23:23 UTC
3604,9172,Occluded vessels,,,,,,,2018-02-27 00:23:23 UTC,2018-02-27 00:23:23 UTC
3605,8146,Gallstones,,,,,,,2018-02-27 00:23:23 UTC,2018-02-27 00:23:23 UTC
3606,9106,Ambulant pregnancy,,,,,,,2018-02-27 00:23:23 UTC,2018-02-27 00:23:23 UTC
3607,9061,Mmsdhd,,,,,,,2018-02-27 00:23:23 UTC,2018-02-27 00:23:23 UTC
3608,9440,Anti-knock agent,,,,,,,2018-02-27 00:23:23 UTC,2018-02-27 00:23:23 UTC
